STATE;STATENAME;ST_CASE;VE_TOTAL;VE_FORMS;PVH_INVL;PEDS;PERSONS;PERMVIT;PERNOTMVIT;COUNTY;COUNTYNAME;CITY;CITYNAME;DAY;DAYNAME;MONTH;MONTHNAME;YEAR;DAY_WEEK;DAY_WEEKNAME;HOUR;HOURNAME;MINUTE;MINUTENAME;NHS;NHSNAME;ROUTE;ROUTENAME;TWAY_ID;TWAY_ID2;RUR_URB;RUR_URBNAME;FUNC_SYS;FUNC_SYSNAME;RD_OWNER;RD_OWNERNAME;MILEPT;MILEPTNAME;LATITUDE;LATITUDENAME;LONGITUD;LONGITUDNAME;SP_JUR;SP_JURNAME;HARM_EV;HARM_EVNAME;MAN_COLL;MAN_COLLNAME;RELJCT1;RELJCT1NAME;RELJCT2;RELJCT2NAME;TYP_INT;TYP_INTNAME;WRK_ZONE;WRK_ZONENAME;REL_ROAD;REL_ROADNAME;LGT_COND;LGT_CONDNAME;WEATHER1;WEATHER1NAME;WEATHER2;WEATHER2NAME;WEATHER;WEATHERNAME;SCH_BUS;SCH_BUSNAME;RAIL;RAILNAME;NOT_HOUR;NOT_HOURNAME;NOT_MIN;NOT_MINNAME;ARR_HOUR;ARR_HOURNAME;ARR_MIN;ARR_MINNAME;HOSP_HR;HOSP_HRNAME;HOSP_MN;HOSP_MNNAME;CF1;CF1NAME;CF2;CF2NAME;CF3;CF3NAME;FATALS;DRUNK_DR
12;Florida;120845;2;2;0;0;5;5;0;97;OSCEOLA (97);0;NOT APPLICABLE;30;30;3;March;2019;7;Saturday;21;9:00pm-9:59pm;43;43;0;This section IS NOT on the NHS;6;Local Street - Municipality;SHADY LANE;VILLA VERANO WAY;2;Urban;5;Major Collector;98;Not Reported;99998;Not Reported;28.28278889;28.28278889;-81.35331944;-81.35331944;0;No Special Jurisdiction;1;Rollover/Overturn;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;120846;3;3;0;0;3;3;0;95;ORANGE (95);0;NOT APPLICABLE;7;7;4;April;2019;1;Sunday;2;2:00am-2:59am;56;56;0;This section IS NOT on the NHS;4;County Road;CR-435;OLYMPIA  HS;2;Urban;4;Minor Arterial;2;County Highway Agency;99998;Not Reported;28.49473056;28.49473056;-81.50848056;-81.50848056;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;120861;2;2;0;0;2;2;0;105;POLK (105);0;NOT APPLICABLE;13;13;4;April;2019;7;Saturday;13;1:00pm-1:59pm;33;33;0;This section IS NOT on the NHS;4;County Road;CR-54;SECRETARIAT WAY;2;Urban;4;Minor Arterial;2;County Highway Agency;99998;Not Reported;28.24501389;28.24501389;-81.58383889;-81.58383889;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;1
12;Florida;120867;3;3;0;0;3;3;0;71;LEE (71);0;NOT APPLICABLE;4;4;4;April;2019;5;Thursday;15;3:00pm-3:59pm;51;51;0;This section IS NOT on the NHS;9;Unknown;MCGREGOR BLVD;AMAZON LN;2;Urban;4;Minor Arterial;98;Not Reported;99998;Not Reported;26.49706111;26.49706111;-81.97141667;-81.97141667;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;2;Front-to-Front;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;120923;1;1;0;0;1;1;0;99;PALM BEACH (99);3190;WEST PALM BEACH;23;23;4;April;2019;3;Tuesday;5;5:00am-5:59am;10;10;0;This section IS NOT on the NHS;6;Local Street - Municipality;BELVEDERE RD;SR-5 OLIVE RD;2;Urban;5;Major Collector;98;Not Reported;16;16;26.69030833;26.69030833;-80.05268889;-80.05268889;0;No Special Jurisdiction;33;Curb;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;1
12;Florida;120926;2;2;0;0;3;3;0;9;BREVARD (9);0;NOT APPLICABLE;20;20;4;April;2019;7;Saturday;16;4:00pm-4:59pm;23;23;0;This section IS NOT on the NHS;4;County Road;CR-507;BURGANDY ST;2;Urban;4;Minor Arterial;2;County Highway Agency;99998;Not Reported;27.96196111;27.96196111;-80.6227;-80.6227;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;2;0
12;Florida;120936;2;2;0;0;2;2;0;11;BROWARD (11);2468;PEMBROKE PINES;25;25;4;April;2019;5;Thursday;5;5:00am-5:59am;47;47;1;This section IS ON the NHS;2;U.S. Highway;US-27;PEMBROKE RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;26.00691389;26.00691389;-80.43425833;-80.43425833;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;4;Dawn;5;Fog, Smog, Smoke;0;No Additional Atmospheric Conditions;5;Fog, Smog, Smoke;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
12;Florida;120954;2;2;0;0;3;3;0;11;BROWARD (11);1420;HOLLYWOOD;15;15;4;April;2019;2;Monday;23;11:00pm-11:59pm;48;48;1;This section IS ON the NHS;3;State Highway;SR-824;63RD AV;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;25.99564444;25.99564444;-80.21318056;-80.21318056;0;No Special Jurisdiction;1;Rollover/Overturn;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;120957;2;2;0;0;3;3;0;95;ORANGE (95);0;NOT APPLICABLE;21;21;4;April;2019;1;Sunday;20;8:00pm-8:59pm;27;27;0;This section IS NOT on the NHS;4;County Road;CR-435;DRESSAGE DR;2;Urban;5;Major Collector;2;County Highway Agency;99998;Not Reported;28.59336944;28.59336944;-81.49681111;-81.49681111;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;2;2
12;Florida;120958;2;2;0;0;2;2;0;1;ALACHUA (1);1130;GAINESVILLE;30;30;4;April;2019;3;Tuesday;21;9:00pm-9:59pm;14;14;1;This section IS ON the NHS;3;State Highway;SR-24;11TH ST;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;29.68258889;29.68258889;-82.33582778;-82.33582778;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;120961;2;1;1;2;1;1;2;87;MONROE (87);0;NOT APPLICABLE;25;25;4;April;2019;5;Thursday;21;9:00pm-9:59pm;14;14;0;This section IS NOT on the NHS;4;County Road;CR-905A;CR-905;2;Urban;4;Minor Arterial;98;Not Reported;99998;Not Reported;25.28615833;25.28615833;-80.30350833;-80.30350833;0;No Special Jurisdiction;59;Traffic Sign Support;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;15;Non-occupant struck by falling cargo, or something that came loose from, or something that was set in motion by a vehicle;0;None;0;None;1;0
12;Florida;120995;2;2;0;0;3;3;0;5;BAY (5);0;NOT APPLICABLE;24;24;4;April;2019;4;Wednesday;14;2:00pm-2:59pm;0;0;0;This section IS NOT on the NHS;9;Unknown;LANDFILL RD;STEEL FIELD RD;1;Rural;7;Local;98;Not Reported;99998;Not Reported;30.35371111;30.35371111;-85.91765278;-85.91765278;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121003;2;2;0;0;3;3;0;11;BROWARD (11);771;DAVIE;6;6;5;May;2019;2;Monday;15;3:00pm-3:59pm;0;0;0;This section IS NOT on the NHS;6;Local Street - Municipality;PINE ISLAND RD;18TH ST;2;Urban;4;Minor Arterial;98;Not Reported;99998;Not Reported;26.09790278;26.09790278;-80.26564722;-80.26564722;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121008;3;3;0;0;3;3;0;85;MARTIN (85);0;NOT APPLICABLE;30;30;4;April;2019;3;Tuesday;10;10:00am-10:59am;27;27;1;This section IS ON the NHS;3;State Highway;SR-710;TOMMY CLEMMENTS ST;1;Rural;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;27.10411944;27.10411944;-80.5944;-80.5944;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;1
12;Florida;121037;2;2;0;0;2;2;0;11;BROWARD (11);1420;HOLLYWOOD;24;24;4;April;2019;4;Wednesday;16;4:00pm-4:59pm;23;23;1;This section IS ON the NHS;3;State Highway;SR-820;61 ST AV;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;26.01013056;26.01013056;-80.21108333;-80.21108333;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;1;Front-to-Rear;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;1
12;Florida;121038;1;1;0;0;1;1;0;11;BROWARD (11);672;CORAL SPRINGS;3;3;5;May;2019;6;Friday;16;4:00pm-4:59pm;58;58;1;This section IS ON the NHS;3;State Highway;SR-804;ROCK ISLAND RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;26.27234722;26.27234722;-80.22158611;-80.22158611;0;No Special Jurisdiction;33;Curb;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;1;Daylight;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121051;1;1;0;1;1;1;1;95;ORANGE (95);1895;MAITLAND;8;8;4;April;2019;2;Monday;6;6:00am-6:59am;8;8;1;This section IS ON the NHS;7;Local Street - Frontage Road;SR-414 FRONTAGE RD;N KELLER RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;28.64032222;28.64032222;-81.39862222;-81.39862222;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;4;Work Zone, Type Unknown;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121062;2;2;0;0;3;3;0;11;BROWARD (11);2916;SUNRISE;9;9;5;May;2019;5;Thursday;15;3:00pm-3:59pm;27;27;1;This section IS ON the NHS;3;State Highway;SR-817 UNIVERSITY DR;25TH CT;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;26.15669444;26.15669444;-80.25735278;-80.25735278;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121074;1;1;0;1;1;1;1;99;PALM BEACH (99);0;NOT APPLICABLE;1;1;5;May;2019;4;Wednesday;11;11:00am-11:59am;42;42;0;This section IS NOT on the NHS;6;Local Street - Municipality;WOOLBRIGHT RD;INDIAN HILLS;2;Urban;4;Minor Arterial;1;State Highway Agency;99998;Not Reported;26.5117;26.5117;-80.12525556;-80.12525556;0;No Special Jurisdiction;9;Pedalcyclist;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121078;1;1;0;0;2;2;0;99;PALM BEACH (99);0;NOT APPLICABLE;13;13;5;May;2019;2;Monday;18;6:00pm-6:59pm;2;2;0;This section IS NOT on the NHS;4;County Road;CR-827A;CR-827;2;Urban;4;Minor Arterial;98;Not Reported;99998;Not Reported;26.61386667;26.61386667;-80.67219722;-80.67219722;0;No Special Jurisdiction;30;Utility Pole/Light Support;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;1;Daylight;2;Rain;0;No Additional Atmospheric Conditions;2;Rain;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121079;1;1;0;1;1;1;1;103;PINELLAS (103);2730;SAINT PETERSBURG;6;6;3;March;2019;4;Wednesday;18;6:00pm-6:59pm;45;45;0;This section IS NOT on the NHS;2;U.S. Highway;US-92;76TH AVE;2;Urban;4;Minor Arterial;1;State Highway Agency;99998;Not Reported;27.841175;27.841175;-82.63859722;-82.63859722;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;1
12;Florida;121085;2;2;0;0;5;5;0;127;VOLUSIA (127);780;DAYTONA BEACH;14;14;4;April;2019;1;Sunday;16;4:00pm-4:59pm;39;39;1;This section IS ON the NHS;2;U.S. Highway;US-92;SR 600;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;29.15897778;29.15897778;-81.09779722;-81.09779722;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121093;2;2;0;0;2;2;0;95;ORANGE (95);0;NOT APPLICABLE;13;13;5;May;2019;2;Monday;5;5:00am-5:59am;50;50;1;This section IS ON the NHS;3;State Highway;SR-50;TANNER RD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;28.56523889;28.56523889;-81.14796111;-81.14796111;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;4;Dawn;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;1
12;Florida;121094;2;2;0;0;2;2;0;86;MIAMI-DADE (86);0;NOT APPLICABLE;13;13;5;May;2019;2;Monday;7;7:00am-7:59am;50;50;0;This section IS NOT on the NHS;6;Local Street - Municipality;107TH AVE;176TH ST;2;Urban;4;Minor Arterial;98;Not Reported;99998;Not Reported;25.60574722;25.60574722;-80.36493889;-80.36493889;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
12;Florida;121095;1;1;0;1;1;1;1;83;MARION (83);2270;OCALA;7;7;5;May;2019;3;Tuesday;12;12:00pm-12:59pm;16;16;1;This section IS ON the NHS;3;State Highway;SR-40;2326 SR-40;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;29.18691111;29.18691111;-82.10663889;-82.10663889;0;No Special Jurisdiction;8;Pedestrian;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;1;Daylight;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121103;1;1;0;0;2;2;0;101;PASCO (101);0;NOT APPLICABLE;27;27;4;April;2019;7;Saturday;5;5:00am-5:59am;15;15;1;This section IS ON the NHS;3;State Highway;SR-52;NATURE TRL;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;28.33091111;28.33091111;-82.67551944;-82.67551944;0;No Special Jurisdiction;33;Curb;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;4;On Roadside;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;1
12;Florida;121105;2;2;0;0;3;3;0;86;MIAMI-DADE (86);0;NOT APPLICABLE;9;9;5;May;2019;5;Thursday;21;9:00pm-9:59pm;20;20;1;This section IS ON the NHS;2;U.S. Highway;US-41;139TH AVENUE;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;25.76118889;25.76118889;-80.36831111;-80.36831111;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;1;Yes;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
12;Florida;121107;2;2;0;0;3;3;0;31;DUVAL (31);1510;JACKSONVILLE;3;3;2;February;2019;1;Sunday;21;9:00pm-9:59pm;20;20;0;This section IS NOT on the NHS;2;U.S. Highway;US-1;I-95 EXIT RAMP;2;Urban;4;Minor Arterial;1;State Highway Agency;99998;Not Reported;30.29071111;30.29071111;-81.62971111;-81.62971111;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;1;Yes;2;Intersection;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;10;Cloudy;0;No Additional Atmospheric Conditions;10;Cloudy;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;0
12;Florida;121117;2;2;0;0;2;2;0;9;BREVARD (9);1188;GRANT-VALKARIA;20;20;5;May;2019;2;Monday;5;5:00am-5:59am;52;52;1;This section IS ON the NHS;2;U.S. Highway;US-1;SHELL PIT ROAD;2;Urban;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;27.90885;27.90885;-80.5154;-80.5154;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;1;Yes;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121125;1;1;0;1;1;1;1;103;PINELLAS (103);570;CLEARWATER;8;8;5;May;2019;4;Wednesday;20;8:00pm-8:59pm;26;26;0;This section IS NOT on the NHS;6;Local Street - Municipality;NURSERY RD;DUKES DR;2;Urban;5;Major Collector;98;Not Reported;99998;Not Reported;27.94206944;27.94206944;-82.73406111;-82.73406111;0;No Special Jurisdiction;9;Pedalcyclist;0;The First Harmful Event was Not a Collision with a Motor Vehicle in Transport;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;3;Dark - Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121158;2;2;0;0;2;2;0;93;OKEECHOBEE (93);0;NOT APPLICABLE;11;11;3;March;2019;2;Monday;6;6:00am-6:59am;47;47;1;This section IS ON the NHS;2;U.S. Highway;US-441;CR-68 NE 224TH ST;1;Rural;3;Principal Arterial - Other;1;State Highway Agency;99998;Not Reported;27.4497;27.4497;-80.81028889;-80.81028889;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;3;Intersection-Related;3;T-Intersection;0;None;1;On Roadway;4;Dawn;5;Fog, Smog, Smoke;0;No Additional Atmospheric Conditions;5;Fog, Smog, Smoke;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;99;Unknown;99;Unknown EMS Hospital Arrival Time;0;None;0;None;0;None;1;0
12;Florida;121173;2;2;0;0;3;3;0;111;ST. LUCIE (111);2601;PORT SAINT LUCIE;11;11;1;January;2019;6;Friday;19;7:00pm-7:59pm;53;53;0;This section IS NOT on the NHS;9;Unknown;SW DARWIN BLVD;SW PANTHER TRCE;2;Urban;5;Major Collector;98;Not Reported;21;21;27.23951389;27.23951389;-80.36057778;-80.36057778;0;No Special Jurisdiction;12;Motor Vehicle In-Transport;6;Angle;0;No;2;Intersection;3;T-Intersection;0;None;1;On Roadway;2;Dark - Not Lighted;1;Clear;0;No Additional Atmospheric Conditions;1;Clear;0;No;0;Not Applicable;99;Unknown;99;Unknown;99;Unknown EMS Scene Arrival Hour;99;Unknown EMS Scene Arrival Minutes;88;Not Applicable (Not Transported);88;Not Applicable (Not Transported);0;None;0;None;0;None;1;1
